Ай;4;Костя;4;Вив;4;Элифас;4;;;;;;;;;;;;;;;;;;
Салливан;6;Рикс;6;Лёша;6;Кот;6;Прот;6;Маршал;6;;;;;;;;;;;;;;
Эрго;7;Андрюша;7;Хентай;7;Кац;7;Аркси;7;;;;;;;;;;;;;;;;
Ай;2;Костя;2;Вив;2;Элифас;2;;;;;;;;;;;;;;;;;;
Пудж;3;Каифас;3;Муслим;3;Кот;3;Голдфиш;3;Шируме;3;;;;;;;;;;;;;;
Ай;3;Элифас;3;Вив;3;Лёша;3;Хентай;3;;;;;;;;;;;;;;;;
НетПроблем;4;Рикс;4;Катя;4;Репка;4;Хуманов;4;;;;;;;;;;;;;;;;
Эрго;4;Кот;4;Аибот;4;Прот;4;Андрюша;4;;;;;;;;;;;;;;;;
Муслим;4;Ресет;4;Каифас;4;Юролипс;4;;;;;;;;;;;;;;;;;;
Ай;4;Элифас;4;Вив;4;Лёша;4;Хентай;4;;;;;;;;;;;;;;;;
Репка;4;Висп;4;Нулевой;4;Прот;4;Лю;4;Андрюша;4;;;;;;;;;;;;;;
Пудж;6;НетПроблем;6;Кот;6;Хентай;5;Лёша;6;;;;;;;;;;;;;;;;
Ай;4;ДугГир;4;Эрго;4;Хуманов;4;Маршал;4;;;;;;;;;;;;;;;;
Лёша;3;Салливан;3;Прот;3;Эрго;3;Хайро;3;;;;;;;;;;;;;;;;
Муслим;5;Ресет;5;Каифас;5;Юролипс;5;;;;;;;;;;;;;;;;;;
Катя;4;Эрго;4;Репка;4;Ай;4;Фачех;4;Хентай;4;;;;;;;;;;;;;;
Хайро;4;Ай;4;Прот;4;ДугГир;4;;;;;;;;;;;;;;;;;;
Эрго;6;Хуманов;6;Маршал;6;Фачех;6;Аибот;6;;;;;;;;;;;;;;;;
НетПроблем;4;Рикс;4;Кот;4;Лёша;4;Маршал;4;;;;;;;;;;;;;;;;
Лёша;5;Элифас;5;Австралиум;5;ДжимКроу;4;Салливан;5;Шируме;4;;;;;;;;;;;;;;
Муслим;3;Аркси;3;;;;;;;;;;;;;;;;;;;;;;
Репка;3;Фачех;3;Прот;3;Хуманов;3;Кот;3;Мимик;3;;;;;;;;;;;;;;
Муслим;1;Ресет;1;Каифас;1;Юролипс;1;;;;;;;;;;;;;;;;;;
Ай;5;Элифас;5;Пудж;5;Хентай;5;Эрго;5;;;;;;;;;;;;;;;;
Ай;4;Элифас;4;Пудж;4;Хентай;4;Эрго;4;;;;;;;;;;;;;;;;
НетПроблем;2;Маршал;2;ДугГир;2;;;;;;;;;;;;;;;;;;;;
Салливан;5;Эрго;4;Костя;4;Пудж;5;Ай;5;Андрюша;5;;;;;;;;;;;;;;
Рикс;6;Катя;6;Эрго;6;Хайро;6;Лафелор;6;;;;;;;;;;;;;;;;
Пудж;4;НетПроблем;4;Кот;4;Хентай;4;Лёша;4;;;;;;;;;;;;;;;;
Ай;1;Элифас;1;Лёша;1;Хайро;1;Вив;1;;;;;;;;;;;;;;;;
Ай;2;Элифас;2;Лёша;2;Хайро;2;Вив;2;;;;;;;;;;;;;;;;
Эрго;7;Хентай;7;Кот;7;Маршал;7;;;;;;;;;;;;;;;;;;
Ай;1;Элифас;1;Лёша;1;Хайро;1;Вив;1;;;;;;;;;;;;;;;;
Репка;3;Ресет;3;Ай;3;Армагеддон;3;Юролипс;3;;;;;;;;;;;;;;;;
Муслим;4;Каифас;4;Лоскер;4;Кустодиан;4;Хаттер;4;;;;;;;;;;;;;;;;
Прот;4;Салливан;4;Андрюша;4;Вив;4;Нобарм;4;;;;;;;;;;;;;;;;
Репка;4;Ресет;4;Ай;4;Армагеддон;4;Юролипс;4;;;;;;;;;;;;;;;;
Хайро;3;Андрюша;3;УдПо1;3;Голдфиш;3;Вив;3;;;;;;;;;;;;;;;;
Пудж;10;Хентай;10;Лёша;10;Кот;10;Прот;10;;;;;;;;;;;;;;;;
Прот;3;Кац;3;Андрюша;3;Утка;3;Хайро;1;;;;;;;;;;;;;;;;
Эрго;4;Хаттер;4;;;;;;;;;;;;;;;;;;;;;;
Эрго;7;Хентай;7;Хуманов;7;Квич;7;Хаттер;4;Нобарм;4;;;;;;;;;;;;;;
Ай;2;Элифас;2;Лёша;2;Хайро;2;Вив;2;;;;;;;;;;;;;;;;
Хайро;4;Андрюша;4;Шируме;4;Голдфиш;4;Вив;4;;;;;;;;;;;;;;;;
Салливан;12;Эрго;7;Квич;12;Хентай;4;Аибот;12;Фачех;3;;;;;;;;;;;;;;
Лёша;3;Хуманов;3;Кот;3;Махекан;3;ДжимКроу;3;;;;;;;;;;;;;;;;
Прот;2;Кац;2;Андрюша;2;Утка;2;;;;;;;;;;;;;;;;;;
Муслим;6;Федир;6;Ресет;6;Каифас;6;Нобарм;6;;;;;;;;;;;;;;;;
Лёша;4;Квич;4;Кац;4;Хентай;4;Репка;4;;;;;;;;;;;;;;;;
Репка;5;Лёша;5;Хуманов;5;Ай;5;Каифас;5;;;;;;;;;;;;;;;;
Прот;6;Салливан;6;Вив;6;Нобарм;6;Андрюша;6;;;;;;;;;;;;;;;;
Пудж;5;Хентай;5;Вив;5;Федир;5;Квич;5;Андрюша;5;;;;;;;;;;;;;;
Муслим;7;Каифас;7;Лоскер;7;Кустодиан;7;Хаттер;7;Форфокс;7;;;;;;;;;;;;;;
Прот;5;Репка;5;Лёша;5;Кот;5;Хентай;5;;;;;;;;;;;;;;;;
Кац;1;Коди;1;Лёха;1;;;;;;;;;;;;;;;;;;;;
Репка;5;Утка;3;Прот;5;Квич;5;Фачех;3;Кац;5;;;;;;;;;;;;;;
Кац;3;Квич;3;Прот;3;Федир;3;;;;;;;;;;;;;;;;;;
Салливан;4;Рикс;4;Кот;4;НетПроблем;4;;;;;;;;;;;;;;;;;;
Репка;2;Хуманов;2;Каифас;2;Ресет;2;;;;;;;;;;;;;;;;;;
Прот;5;Лёша;5;Пудж;5;Квич;5;Рикс;5;;;;;;;;;;;;;;;;
Эрго;5;Рикс;5;Лёша;5;Паук;5;Рикс;5;;;;;;;;;;;;;;;;
Прот;4;Салливан;4;Паук;4;Вив;4;Нулевой;4;Квич;4;;;;;;;;;;;;;;
Нулевой;3;Хуманов;3;Кац;3;Шируме;3;;;;;;;;;;;;;;;;;;
Квич;3;Элай;3;Каифас;3;Костя;3;Маршал;3;Ресет;3;;;;;;;;;;;;;;
Квич;3;Лёша;3;;;;;;;;;;;;;;;;;;;;;;
Ай;1;Элифас;1;Лёша;1;Хайро;1;;;;;;;;;;;;;;;;;;
Эрго;6;Рикс;6;Путешественник;6;Паук;6;;;;;;;;;;;;;;;;;;
Прот;5;Салливан;5;Андрюша;5;Вив;5;;;;;;;;;;;;;;;;;;
Репка;5;Ресет;5;Каифас;5;Хуманов;5;Квич;5;;;;;;;;;;;;;;;;
Кац;5;Прот;5;Юролипс;5;Путешественник;5;Паук;5;Андрюша;5;;;;;;;;;;;;;;
Рикс;6;Квич;6;Пудж;6;Путешественник;6;Паук;6;;;;;;;;;;;;;;;;
Салливан;4;Витя;4;Вив;4;УдПо1;4;;;;;;;;;;;;;;;;;;
Пудж;6;Квич;6;Ай;6;Матти;6;;;;;;;;;;;;;;;;;;
Рикс;5;Квич;5;НетПроблем;5;ДугГир;5;Редикулус;5;;;;;;;;;;;;;;;;
Прот;4;Эрго;4;Андрюша;4;Вив;4;Путешественник;4;Рикс;4;;;;;;;;;;;;;;
Репка;5;Ресет;5;Каифас;5;Хуманов;5;Квич;5;;;;;;;;;;;;;;;;
Ай;1;Элифас;1;Лёша;1;Хайро;1;;;;;;;;;;;;;;;;;;
Квич;3;Элай;3;Каифас;3;Костя;3;Маршал;3;Ресет;3;;;;;;;;;;;;;;
Прот;4;Эрго;4;Андрюша;4;Вив;4;Путешественник;4;Рикс;4;;;;;;;;;;;;;;
Пудж;3;Квич;3;Хентай;3;Австралиум;3;ДжимКроу;3;Шируме;3;;;;;;;;;;;;;;
Салливан;1;Витя;1;УдПо1;1;;;;;;;;;;;;;;;;;;;;
Ай;1;Элифас;1;Лёша;1;Хайро;1;;;;;;;;;;;;;;;;;;
Александр;6;Нулевой;6;Махекан;6;Катя;6;Квич;6;;;;;;;;;;;;;;;;
Прот;4;Репка;4;Рикс;4;ДжимКроу;4;Андрюша;4;;;;;;;;;;;;;;;;
Кац;3;Каифас;3;Квич;3;;;;;;;;;;;;;;;;;;;;
Прот;5;Салливан;5;Рикс;5;Квич;5;Аибот;5;ДугГир;5;;;;;;;;;;;;;;
Салливан;4;Андрюша;4;;;;;;;;;;;;;;;;;;;;;;
Прот;6;Репка;6;Рикс;6;Эрго;6;Квич;6;Кот;6;;;;;;;;;;;;;;
Кац;5;Прот;5;ДугГир;5;Буржуй ;5;Андрюша;5;Лёха;5;;;;;;;;;;;;;;
Квич;3;Лёша;3;Элифас;3;Юролипс;3;Мисфитс;3;;;;;;;;;;;;;;;;
Муслим;5;Каифас;5;Лоскер;5;Кустодиан;5;Хаттер;5;Форфокс;4;;;;;;;;;;;;;;
Прот;4;Андрюша;4;Редикулус;4;Ваит;4;Беконович;4;Фачех;4;Витя;4;;;;;;;;;;;;
Рикс;5;Квич;5;Эрго;5;Элифас;5;Шируме;2;;;;;;;;;;;;;;;;
Прот;4;Салливан;3;Кац;4;Андрюша;4;Аибот;4;;;;;;;;;;;;;;;;
Квич;4;Элай;4;Каифас;4;Костя;4;Ресет;4;Лёша;4;;;;;;;;;;;;;;
Ай;1;Элифас;1;Лёша;1;Хайро;1;;;;;;;;;;;;;;;;;;
Пудж;3;Лёша;3;Рикс;3;Хентай;3;Кот;3;Квич;3;;;;;;;;;;;;;;
Рикс;5;Элифас;5;Квич;5;Эрго;5;Шируме;5;;;;;;;;;;;;;;;;
Прот;5;Фачех;5;Квич;5;Лёша;5;Редикулус;5;Андрюша;5;;;;;;;;;;;;;;
Эрго;8;Катя;8;ДугГир;8;Армагеддон;8;Хайро;1;;;;;;;;;;;;;;;;
Прот;2;Андрюша;2;Кац;2;Лёша;2;Че;2;;;;;;;;;;;;;;;;
Репка;5;Пудж;5;Лёша;5;Каифас;5;Андрюша;5;;;;;;;;;;;;;;;;
Александр;7;Квич;7;Катя;7;Армагеддон;7;Мисфитс;7;;;;;;;;;;;;;;;;
Муслим;3;Каифас;3;Лоскер;3;Кустодиан;3;Хаттер;3;Форфокс;3;;;;;;;;;;;;;;
Прот;5;Кац;5;Андрюша;5;;;;;;;;;;;;;;;;;;;;
Прот;4;Квич;4;Лёша;4;Андрюша;4;Редикулус;4;Фачех;2;;;;;;;;;;;;;;
Салливан;3;Путешественник;3;Баб;3;;;;;;;;;;;;;;;;;;;;
Репка;0;Хуманов;0;Кот;0;Шируме;0;Андрюша;0;Фачех;0;;;;;;;;;;;;;;
Квич;1;Лёша;1;Каифас;1;Маршал;1;Костя;1;Элай;1;;;;;;;;;;;;;;
Андрюша;4;Рикс;4;Кот;4;Хайро;4;;;;;;;;;;;;;;;;;;
Пудж;4;Снотти;4;Шируме;4;Армагеддон;4;Эрго;4;Квич;4;Хентай;4;Лёха;4;;;;;;;;;;
Эрго;21;ДугГир;15;Ресет;21;Прот;21;Рикс;21;;;;;;;;;;;;;;;;
Салливан;4;Прот;4;Кот;4;Шируме;4;ГодОфАсс;4;;;;;;;;;;;;;;;;
Прот;7;Кац;6;Аибот;7;Салливан;7;Андрюша;7;;;;;;;;;;;;;;;;
Муслим;3;Каифас;3;Лоскер;3;Кустодиан;3;Хаттер;3;Форфокс;3;;;;;;;;;;;;;;
Прот;4;Рикс;4;Элифас;4;;;;;;;;;;;;;;;;;;;;
Пудж;7;Витя;7;Федир;7;Андрюша;7;Эдорей;7;Кот;7;ДугГир;7;;;;;;;;;;;;
Армагеддон;4;Эрго;4;Снотти;4;Элифас;4;Ай;4;;;;;;;;;;;;;;;;
Прот;2;Лёша;2;Салливан;2;Кац;2;Андрюша;2;;;;;;;;;;;;;;;;
Квич;2;Элай;2;Каифас;2;Костя;2;Ресет;2;Лёша;2;Маршал;2;;;;;;;;;;;;
Катя;5;Армагеддон;5;Хайро;5;Эрго;5;Скитлс;4;;;;;;;;;;;;;;;;
Салливан;5;Эрго;5;Андрюша;5;Кот;5;Прот;3;;;;;;;;;;;;;;;;
Прот;1;Лёша;1;Андрюша;1;Салливан;1;Кац;1;;;;;;;;;;;;;;;;
Хайро;6;Элифас;6;Эрго;6;Хиди;6;Эрагоб;6;;;;;;;;;;;;;;;;
Муслим;2;Хаттер;2;;;;;;;;;;;;;;;;;;;;;;
Прот;5;Андрюша;5;Лёша;5;Редикулус;5;Квич;5;;;;;;;;;;;;;;;;
Эрго;10;Федир;10;Кот;10;Маршал;10;Шируме;7;;;;;;;;;;;;;;;;
Прот;8;Андрюша;8;Витя;8;Кац;8;Хиди;8;Лёха;8;;;;;;;;;;;;;;
Эрго;6;Прот;6;Андрюша;6;Хиди;6;Костя;6;Ресет;6;Кот;6;;;;;;;;;;;;
Муслим;2;Хаттер;2;Каифас;2;Лоскер;2;Кустодиан;2;Форфокс;2;;;;;;;;;;;;;;
Эрго;14;Армагеддон;14;Прот;14;Лёша;14;Квич;14;;;;;;;;;;;;;;;;
Прот;2;Андрюша;2;Лёша;2;;;;;;;;;;;;;;;;;;;;
Прот;4;Кац;4;Квич;4;Лёша;4;Андрюша;4;;;;;;;;;;;;;;;;
Александр;11;Эрго;11;Армагеддон;11;Кот;11;Ауб;5;Катя;11;;;;;;;;;;;;;;
Прот;6;Андрюша;6;Лёша;6;Кац;6;;;;;;;;;;;;;;;;;;
Австралиум;3;Ресет;3;Квич;3;Фантомасс;3;Нулевой;3;;;;;;;;;;;;;;;;
Салливан;6;Прот;6;Шируме;6;Андрюша;6;;;;;;;;;;;;;;;;;;
Александр;9;Эрго;9;Армагеддон;9;Кот;9;Катя;9;;;;;;;;;;;;;;;;
Прот;5;Лафелор;5;Лёша;5;Ресет;5;Утка;5;;;;;;;;;;;;;;;;
Андрюша;6;Кот;6;Каифас;6;Федир;6;Квич;6;;;;;;;;;;;;;;;;
Австралиум;4;Эрго;4;Армагеддон;4;Квич;4;Лёша;4;;;;;;;;;;;;;;;;
Салливан;4;Хайро;4;Ай;4;Костя;4;Аск;4;;;;;;;;;;;;;;;;
Прот;4;Кац;4;Квич;4;Лёша;4;Андрюша;4;Лёха;4;;;;;;;;;;;;;;
Кац;5;Юролипс;5;Ресет;5;Ганрю;5;Аск;5;;;;;;;;;;;;;;;;
Квич;1;Элай;1;Каифас;1;Прот;1;Андрюша;1;Лёша;1;Маршал;1;;;;;;;;;;;;
Александр;8;Эрго;4;Армагеддон;4;Кот;4;Прот;4;Катя;4;Андрюша;8;;;;;;;;;;;;
Салливан;3;Шируме;3;Кац;3;Каифас;3;Лёша;3;;;;;;;;;;;;;;;;
Александр;8;Эрго;4;Армагеддон;4;Кот;4;Прот;8;Катя;4;Андрюша;8;;;;;;;;;;;;
Квич;2;Элай;2;Каифас;2;Прот;2;Андрюша;2;Лёша;2;;;;;;;;;;;;;;
Ай;5;Салливан;5;Франтик;5;Хиди;5;Катя;5;Армагеддон;5;;;;;;;;;;;;;;
Кац;7;Юролипс;7;Ресет;7;Аск;7;Ганрю;7;;;;;;;;;;;;;;;;
Александр;4;Эрго;3;Армагеддон;3;Кот;3;Прот;4;Катя;3;Андрюша;4;;;;;;;;;;;;
Прот;3;Лёша;3;Квич;3;Кац;3;Андрюша;3;Каифас;3;;;;;;;;;;;;;;
Хайро;5;Ай;5;Катя;5;Костя;5;Ярик;5;Армагеддон;5;;;;;;;;;;;;;;
Александр;5;Танкред;5;Аск;5;Хакт;5;;;;;;;;;;;;;;;;;;
Прот;2;Лёша;2;Квич;2;Кац;2;Андрюша;2;Каифас;2;;;;;;;;;;;;;;
Ай;4;Хайро;4;Элай;4;Ресет;4;Салливан;4;;;;;;;;;;;;;;;;
Прот;2;Лёша;2;Квич;2;Кац;2;Андрюша;2;Каифас;2;;;;;;;;;;;;;;
Александр;6;Чебурекс;6;Федир;6;Хиди;6;Аск;6;Сакура;6;;;;;;;;;;;;;;
Ай;2;Хайро;2;Элай;2;Ресет;2;Салливан;2;;;;;;;;;;;;;;;;
Репка;4;Федир;4;Каифас;4;Квич;4;Кот;4;;;;;;;;;;;;;;;;
Салливан;4;Аск;4;Витя;4;Чебурекс;4;;;;;;;;;;;;;;;;;;
Александр;5;Андрюша;5;Лёша;5;Ганрю;5;Хакт;5;;;;;;;;;;;;;;;;
Репка;5;Федир;5;Квич;5;Прот;5;Радиш;5;;;;;;;;;;;;;;;;
Андрюша;3;Хайро;3;Костя;3;Хиди;3;;;;;;;;;;;;;;;;;;
Пудж;6;Аск;6;Федир;6;Ай;6;Лёша;6;Франтик;6;;;;;;;;;;;;;;
Ай;2;Хайро;2;Элай;2;Ресет;2;Салливан;2;;;;;;;;;;;;;;;;
Репка;4;Костя;4;Кот;4;Путешественник;4;Ганрю;4;ФайрОвл;4;;;;;;;;;;;;;;
Прот;2;Лёша;2;Квич;2;Кац;2;Андрюша;2;Каифас;2;;;;;;;;;;;;;;
Александр;6;Сакура;6;Танкред;6;Хиди;6;Хакт;6;;;;;;;;;;;;;;;;
Александр;2;Эрго;2;Армагеддон;2;Кот;2;Прот;2;Катя;2;Андрюша;2;;;;;;;;;;;;
Пудж;4;Аск;4;Федир;4;Ай;4;Лёша;4;Франтик;4;;;;;;;;;;;;;;
Кац;3;Юролипс;3;Квич;3;Каифас;3;Шируме;3;;;;;;;;;;;;;;;;
Прот;1;Андрюша;1;;;;;;;;;;;;;;;;;;;;;;
Кац;5;Ресет;5;Аск;5;Юролипс;5;Ганрю;5;;;;;;;;;;;;;;;;
Салливан;1;Арамил;1;ОзорнаяСалфетка;1;ГудГеймГод;1;;;;;;;;;;;;;;;;;;
Пудж;2;Аск;2;Федир;2;Ай;2;Лёша;2;Франтик;2;;;;;;;;;;;;;;
Лафелор;5;Репка;5;Кац;5;Квич;5;;;;;;;;;;;;;;;;;;
Танкред;4;Катя;4;Ярик;4;Эдорей;4;Костя;4;;;;;;;;;;;;;;;;
Александр;5;Реср;5;Чебурекс;5;Рол;5;Кот;5;;;;;;;;;;;;;;;;
Прот;2;Лёша;2;Квич;2;Кац;2;Андрюша;2;Каифас;2;;;;;;;;;;;;;;
Ай;4;Элифас;4;Реср;4;Рол;4;;;;;;;;;;;;;;;;;;
Ай;3;Элифас;3;Реср;3;Рол;3;;;;;;;;;;;;;;;;;;
Андрюша;3;Салливан;3;Лёша;3;Аск;3;;;;;;;;;;;;;;;;;;
Хайро;5;Утка;5;Ай;5;Юролипс;5;Эдорей;5;Реср;5;;;;;;;;;;;;;;
Прот;2;Лёша;2;Квич;2;Кац;2;Андрюша;2;Каифас;2;;;;;;;;;;;;;;
Александр;7;Дамацео;7;Чебурекс;7;Кот;7;НаркоСова;7;Смоук;7;;;;;;;;;;;;;;
Ай;3;Элифас;3;Реср;3;Рол;3;;;;;;;;;;;;;;;;;;
Александр;2;Эрго;2;Андрюша;2;Кот;2;Прот;2;Катя;2;;;;;;;;;;;;;;
Кац;4;Каифас;4;Квич;4;Юролипс;4;Шируме;4;;;;;;;;;;;;;;;;
Александр;3;Эрго;3;Андрюша;3;Кот;3;Прот;3;Катя;3;;;;;;;;;;;;;;
Прот;2;Лёша;2;Квич;2;Кац;2;Андрюша;2;Каифас;2;;;;;;;;;;;;;;
Танкред;6;Катя;6;Ярик;6;Реин;6;Таша;6;;;;;;;;;;;;;;;;
Ай;4;Элифас;4;Хайро;4;Квич;4;;;;;;;;;;;;;;;;;;
Александр;7;Дамацео;7;Чебурекс;6;Путешественник;6;Странник;7;Смоук;7;Виброкоготь;6;;;;;;;;;;;;
Хайро;4;Юролипс;4;Ай;4;Франтик;4;Элифас;4;Смоук;4;;;;;;;;;;;;;;
Салливан;6;Хиди;6;Дамацео;6;Ганрю;6;Костя;6;;;;;;;;;;;;;;;;
Репка;6;Каифас;6;Кот;6;Лёша;6;Прот;6;Странник;6;;;;;;;;;;;;;;
Александр;7;Реср;5;Рол;5;Путешественник;5;Вергис;7;Сакура;7;;;;;;;;;;;;;;
Ай;3;Элифас;3;Хайро;3;Квич;3;;;;;;;;;;;;;;;;;;
Хайро;5;Юролипс;5;Ай;5;Франтик;5;Элифас;5;;;;;;;;;;;;;;;;
Лафелор;5;Репка;5;Квич;5;Кац;5;;;;;;;;;;;;;;;;;;
Александр;3;Эрго;3;Катя;3;Кот;3;Прот;3;;;;;;;;;;;;;;;;
Ай;3;Элифас;3;Хайро;3;Квич;3;;;;;;;;;;;;;;;;;;
Кац;4;Танкред;4;Странник;4;Кот;4;;;;;;;;;;;;;;;;;;
Эрго;10;Костя;10;Хиди;10;Чебурекс;10;;;;;;;;;;;;;;;;;;
Прот;4;Аск;4;Салливан;4;Андрюша;4;;;;;;;;;;;;;;;;;;
Трогиг;4;Кустодиан;4;Утка;4;ФРанкГод;4;Витя;4;;;;;;;;;;;;;;;;
Прот;8;Каифас;8;Анунет;8;Путешественник;8;Редикулус;8;Ганрю;8;;;;;;;;;;;;;;
Ай;4;Вергис;4;Фрешер;4;Салливан;4;;;;;;;;;;;;;;;;;;
Трогиг;4;Кустодиан;4;Утка;4;ФРанкГод;4;Витя;4;;;;;;;;;;;;;;;;
